date,plot,species,sex,hfl,wgt
1997-07-29,18,PF,F,16,8
1997-07-29,17,PP,M,21,18
1997-07-29,1,PP,M,22,14
1997-07-29,18,PF,M,15,10
1997-07-29,17,NA,F,32,138
1997-07-29,22,PB,F,26,27
1997-07-29,1,DM,F,36,32
1997-07-29,7,PL,F,20,22
1997-07-29,12,PP,F,22,21
1997-07-29,21,PB,M,27,26
1997-07-29,22,DM,M,37,51
1997-07-29,2,DO,F,36,47
1997-07-29,24,PE,F,20,22
1997-07-29,22,DM,M,37,36
1997-07-29,1,DO,M,37,42
1997-07-29,2,OT,M,20,18
1997-07-29,17,DM,M,37,45
1997-07-29,2,DM,M,37,47
1997-07-29,12,PP,F,22,18
1997-07-29,22,PB,M,28,37
1997-07-29,1,OT,F,20,23
1997-07-29,2,DS,F,49,118
1997-07-29,12,DM,M,38,34
1997-07-29,21,PM,M,20,23
1997-07-29,17,DM,M,35,43
1997-07-29,22,PB,M,28,41
1997-07-29,2,PP,F,23,18
1997-07-29,24,PE,F,20,19
1997-07-29,20,PF,F,15,8
1997-07-29,23,RM,M,17,11
1997-07-29,20,PF,F,16,7
1997-07-29,21,PP,F,21,20
1997-07-29,23,PM,F,20,18
1997-07-29,12,RM,F,15,11
1997-07-29,12,NA,F,NA,208
1997-07-29,19,PB,M,28,38
1997-07-29,2,PP,M,23,19
1997-07-29,12,OT,F,NA,21
1997-07-29,17,DM,F,35,42
1997-07-29,20,PP,F,22,17
1997-07-29,2,PB,F,25,27
1997-07-29,20,PF,F,15,9
1997-07-29,22,DM,F,36,49
1997-07-29,1,DO,M,36,55
1997-07-29,12,DM,M,35,42
1997-07-29,20,PE,M,20,18
1997-07-29,22,DM,M,37,56
1997-07-29,1,PP,F,22,17
1997-07-29,7,PP,F,23,19
1997-07-29,1,DO,F,34,47
1997-07-29,17,DM,M,35,38
1997-07-29,20,PM,M,21,26
1997-07-29,7,PM,F,21,21
1997-07-29,12,DM,M,37,43
1997-07-29,2,OT,M,20,28
1997-07-29,21,PB,M,26,30
1997-07-29,7,PP,F,22,23
1997-07-29,21,PB,F,26,31
1997-07-29,2,SH,F,30,80
1997-07-29,19,PB,M,27,29
1997-07-29,20,NA,F,30,180
1997-07-29,22,OT,F,20,19
1997-07-29,12,PP,F,22,15
1997-07-29,2,OT,M,20,24
1997-07-29,12,PP,M,22,14
1997-07-29,19,PP,F,21,17
1997-07-29,20,PF,F,17,8
1997-07-29,22,PF,M,15,8
1997-07-29,12,OT,M,21,29
1997-07-29,12,DO,M,38,36
1997-07-29,20,PM,M,NA,22
1997-07-29,7,PP,M,22,17
1997-07-29,19,PB,M,28,42
1997-07-29,18,PF,M,17,8
1997-07-29,21,PF,M,15,9
1997-07-29,22,PP,F,20,11
1997-07-29,22,DM,F,37,40
1997-07-29,2,PP,M,23,20
1997-07-29,7,PP,NA,20,10
1997-07-29,7,PP,M,22,18
1997-07-29,19,PP,M,21,17
1997-07-29,7,PP,M,23,17
1997-07-29,18,RM,M,16,10
1997-07-29,2,DO,M,37,49
1997-07-29,20,PF,M,15,8
1997-07-29,7,PP,M,21,11
1997-07-29,19,PB,M,28,32
1997-07-29,21,OT,F,20,25
1997-07-29,22,AH,NA,NA,NA
1997-07-29,1,PP,F,21,16
1997-07-29,2,SH,F,26,43
1997-07-29,18,PP,F,22,16
1997-07-29,17,DM,M,39,51
1997-07-29,21,PF,M,16,10
1997-07-29,2,NA,F,30,178
1997-07-29,23,OT,M,21,22
1997-07-29,12,DM,F,34,45
1997-07-29,19,OT,M,21,23
1997-07-29,17,NA,M,31,NA
1997-07-29,21,PP,F,24,21
1997-07-29,12,DM,M,38,47
1997-07-29,21,PB,M,28,37
1997-07-29,12,DM,M,36,36
1997-07-29,20,PP,F,23,17
1997-07-29,21,PB,M,26,30
1997-07-29,12,DO,F,35,44
1997-07-29,21,PB,M,27,37
1997-07-29,22,PB,M,28,40
1997-07-29,1,PP,M,21,15
1997-07-29,24,NA,F,34,153
1997-07-29,12,NA,M,35,121
1997-07-29,19,PP,F,21,19
1997-07-29,20,PF,M,15,7
1997-07-30,3,DO,M,35,50
1997-07-30,6,OT,F,21,29
1997-07-30,11,SS,NA,NA,NA
1997-07-30,9,DO,M,35,52
1997-07-30,8,DM,M,34,33
1997-07-30,5,PM,M,21,24
1997-07-30,16,PE,M,21,17
1997-07-30,4,DM,M,36,51
1997-07-30,10,RM,F,17,9
1997-07-30,16,PE,M,21,19
1997-07-30,15,PP,F,22,19
1997-07-30,3,PP,M,21,15
1997-07-30,4,DM,F,33,45
1997-07-30,11,DO,F,35,52
1997-07-30,16,PB,M,25,23
1997-07-30,6,PB,F,26,36
1997-07-30,9,SS,NA,NA,NA
1997-07-30,8,OT,F,22,34
1997-07-30,15,PP,F,21,17
1997-07-30,11,DO,F,39,41
1997-07-30,13,PB,M,25,29
1997-07-30,5,PP,M,21,17
1997-07-30,13,PB,M,28,36
1997-07-30,14,DM,M,33,38
1997-07-30,15,PF,M,16,9
1997-07-30,6,DO,F,36,38
1997-07-30,11,PB,M,27,34
1997-07-30,8,PF,F,15,7
1997-07-30,14,DM,M,34,39
1997-07-30,15,PM,F,20,21
1997-07-30,6,DO,M,37,52
1997-07-30,11,PP,M,22,15
1997-07-30,15,NA,M,35,231
1997-07-30,13,PF,M,15,10
1997-07-30,14,PP,F,21,16
1997-07-30,15,PM,F,20,17
1997-07-30,8,PP,F,20,14
1997-07-30,15,PF,F,15,10
1997-07-30,3,PL,M,21,19
1997-07-30,6,DO,F,33,50
1997-07-30,9,DM,M,35,49
1997-07-30,8,PP,M,20,14
1997-07-30,3,PB,F,27,38
1997-07-30,4,OT,M,19,27
1997-07-30,6,PB,F,28,34
1997-07-30,9,PM,F,21,24
1997-07-30,15,PF,F,15,8
1997-07-30,4,PF,M,16,9
1997-07-30,14,OT,F,19,21
1997-07-30,15,PP,F,22,15
1997-07-30,9,DM,F,36,38
1997-07-30,13,PM,F,18,25
1997-07-30,3,PP,F,21,20
1997-07-30,14,AH,NA,NA,NA
1997-07-30,4,CB,NA,NA,NA
1997-07-30,8,PP,M,22,22
1997-07-30,8,DO,M,38,51
1997-07-30,13,PM,M,21,18
1997-07-30,14,AH,NA,NA,NA
1997-07-30,6,OT,M,20,24
1997-07-30,13,PB,M,26,32
1997-07-30,16,PB,NA,NA,NA
1997-07-30,11,PF,F,15,7
1997-07-30,8,DM,M,36,44
1997-07-30,14,DM,F,34,39
1997-07-30,4,DM,M,33,49
1997-07-30,11,DM,F,36,41
1997-07-30,15,PP,M,22,15
1997-07-30,14,DM,M,36,46
1997-07-30,10,RM,M,17,14
1997-07-30,3,PP,M,22,16
1997-07-30,13,PB,M,26,34
1997-07-30,14,DM,F,34,39
1997-07-30,4,DM,M,36,43
1997-07-30,13,PM,M,20,22
1997-07-30,6,AH,NA,NA,NA
1997-07-30,8,PP,M,20,11
1997-07-30,15,PB,F,25,29
1997-07-30,5,PM,M,22,23
1997-07-30,4,DM,M,39,49
1997-07-30,11,DM,F,36,44
1997-07-30,8,PP,M,21,13
1997-07-30,9,PP,F,21,15
1997-07-30,16,PP,F,20,13
1997-07-30,6,PB,M,26,34
1997-07-30,8,DO,F,38,47
1997-07-30,13,CB,NA,NA,NA
1997-07-30,14,DM,M,36,49
1997-07-30,3,AH,NA,NA,NA
1997-07-30,8,PM,M,20,17
1997-07-30,13,PP,M,22,14
1997-07-30,11,DM,M,36,53
1997-07-30,9,DM,M,35,47
1997-07-30,13,PB,F,26,33
1997-07-30,14,DM,M,35,44
1997-07-30,3,PP,F,23,14
1997-07-30,8,DO,M,38,38
1997-07-30,3,DO,M,38,47
1997-07-30,4,PF,F,15,8
1997-07-30,6,PB,M,27,31
1997-07-30,3,PF,M,16,8
1997-07-30,4,PF,M,16,8
1997-07-30,13,PB,M,25,31
1997-07-30,15,PP,M,22,22
1997-07-30,3,SS,NA,NA,NA
1997-07-30,4,DM,F,36,44
1997-07-30,13,PM,F,20,22
1997-07-30,11,PP,F,21,16
1997-07-30,8,DO,M,37,53
1997-09-27,1,OT,F,21,28
1997-09-27,2,DM,M,36,49
1997-09-27,21,PM,F,22,23
1997-09-27,22,DM,F,34,42
1997-09-27,7,PB,M,26,37
1997-09-27,23,PM,M,22,17
1997-09-27,18,PF,M,16,9
1997-09-27,20,NA,F,34,158
1997-09-27,22,OT,F,21,24
1997-09-27,21,PM,M,21,21
1997-09-27,22,PM,M,20,18
1997-09-27,19,PF,M,15,8
1997-09-27,18,PM,F,20,22
1997-09-27,20,RM,M,16,10
1997-09-27,22,DM,M,36,55
1997-09-27,7,PL,F,21,16
1997-09-27,1,PP,F,21,15
1997-09-27,2,PP,F,21,16
1997-09-27,17,DM,M,36,48
1997-09-27,21,PP,F,21,19
1997-09-27,2,DS,F,49,113
1997-09-27,12,NA,F,33,183
1997-09-27,1,DM,F,35,45
1997-09-27,19,PB,M,27,38
1997-09-27,2,PB,F,26,28
1997-09-27,24,PM,M,20,23
1997-09-27,2,DO,M,36,51
1997-09-27,12,DM,M,35,45
1997-09-27,12,OT,M,21,29
1997-09-27,18,PF,F,16,7
1997-09-27,21,PF,F,15,6
1997-09-27,24,PM,F,20,17
1997-09-27,1,PB,M,26,23
1997-09-27,17,DM,M,35,43
1997-09-27,17,DM,F,34,49
1997-09-27,22,DM,F,36,45
1997-09-27,2,OT,F,21,34
1997-09-27,22,DM,F,37,45
1997-09-27,24,PE,F,21,20
1997-09-27,17,AH,NA,NA,NA
1997-09-27,1,PM,M,20,23
1997-09-27,1,DO,F,33,47
1997-09-27,1,OT,F,21,23
1997-09-27,19,PB,F,26,27
1997-09-27,22,PB,M,24,26
1997-09-27,17,PB,F,27,33
1997-09-27,21,PB,M,25,29
1997-09-27,7,PB,M,30,40
1997-09-27,1,DO,M,38,59
1997-09-27,18,PB,F,26,28
1997-09-27,17,OT,F,21,21
1997-09-27,12,OT,M,20,24
1997-09-27,17,OT,F,21,29
1997-09-27,21,PB,F,26,28
1997-09-27,7,RM,M,16,10
1997-09-27,2,NA,F,33,138
1997-09-27,18,PB,F,25,29
1997-09-27,21,PF,M,15,8
1997-09-27,24,RM,M,15,11
1997-09-27,1,OT,M,22,21
1997-09-27,12,DM,M,35,45
1997-09-27,19,OT,M,21,22
1997-09-27,2,DO,M,36,58
1997-09-27,12,DO,M,32,45
1997-09-27,20,AH,NA,NA,NA
1997-09-27,7,PM,F,22,24
1997-09-27,1,PM,M,22,22
1997-09-27,12,OT,M,20,26
1997-09-27,18,PM,M,22,27
1997-09-27,17,DM,M,35,47
1997-09-27,2,OT,M,21,26
1997-09-27,19,PB,M,27,29
1997-09-27,1,DO,F,33,47
1997-09-27,21,PB,M,25,29
1997-09-27,20,PM,M,20,26
1997-09-27,12,OT,F,21,24
1997-09-27,17,NA,M,32,162
1997-09-27,20,OT,F,20,20
1997-09-27,17,DM,F,35,40
1997-09-27,12,DM,F,36,46
1997-09-27,7,PP,M,23,21
1997-09-27,2,RM,F,18,15
1997-09-27,12,NA,M,30,136
1997-09-27,19,PB,M,26,43
1997-09-27,23,RM,M,16,11
1997-09-27,2,NA,F,33,174
1997-09-27,19,PP,M,21,16
1997-09-27,7,PM,M,19,17
1997-09-27,2,PB,F,26,29
1997-09-27,22,DM,M,36,48
1997-09-27,1,OT,F,20,27
1997-09-27,2,PB,M,26,40
1997-09-27,22,PB,M,27,34
1997-09-27,17,PF,M,16,8
1997-09-27,17,DO,M,34,53
1997-09-27,7,PM,F,21,33
1997-09-27,1,OT,M,22,23
1997-09-27,2,PB,F,26,27
1997-09-27,21,PB,M,26,38
1997-09-27,17,OT,M,22,22
1997-09-27,24,PM,M,20,20
1997-09-28,8,PP,M,22,17
1997-09-28,10,PM,M,20,15
1997-09-28,4,DM,F,36,42
1997-09-28,8,DM,F,35,34
1997-09-28,14,DM,F,36,46
1997-09-28,13,PB,M,29,33
1997-09-28,14,AH,NA,NA,NA
1997-09-28,5,OT,F,21,23
1997-09-28,15,PF,F,16,7
1997-09-28,9,OT,F,21,21
1997-09-28,14,DM,M,35,54
1997-09-28,15,PF,F,15,7
1997-09-28,16,PP,M,22,16
1997-09-28,9,DO,M,34,52
1997-09-28,4,DM,M,35,50
1997-09-28,14,OT,M,21,21
1997-09-28,16,PL,F,21,10
1997-09-28,4,DM,F,37,44
1997-09-28,3,PB,F,27,31
1997-09-28,13,PB,F,26,29
1997-09-28,3,PB,F,26,35
1997-09-28,4,PF,M,16,7
1997-09-28,4,DM,M,36,43
1997-09-28,4,DM,M,37,53
1997-09-28,15,PB,M,26,26
1997-09-28,16,PM,M,21,20
1997-09-28,9,DM,F,35,39
1997-09-28,13,OT,M,20,24
1997-09-28,16,PM,F,20,29
1997-09-28,16,PM,M,21,22
1997-09-28,4,PB,F,25,30
1997-09-28,8,DO,M,36,50
1997-09-28,4,OT,M,19,28
1997-09-28,8,OT,M,21,19
1997-09-28,13,PM,M,21,19
1997-09-28,5,RM,M,17,10
1997-09-28,13,PB,M,27,31
1997-09-28,15,PB,F,26,30
1997-09-28,9,DM,M,36,50
1997-09-28,13,OT,F,20,22
1997-09-28,3,PB,F,27,29
1997-09-28,8,DO,F,35,46
1997-09-28,4,PF,M,16,8
1997-09-28,14,DM,M,35,48
1997-09-28,8,OT,M,20,23
1997-09-28,14,DM,M,33,42
1997-09-28,3,DO,M,36,46
1997-09-28,4,OT,F,19,24
1997-09-28,5,PL,M,22,20
1997-09-28,8,DM,M,35,44
1997-09-28,4,DM,M,36,51
1997-09-28,13,PM,F,17,26
1997-09-28,16,OT,F,19,26
1997-09-28,3,PB,M,26,31
1997-09-28,14,OT,F,20,18
1997-09-28,3,DO,M,36,46
1997-09-28,8,DO,M,34,45
1997-09-28,14,DM,M,36,48
1997-09-28,10,PL,F,10,19
1997-09-28,4,DM,M,37,48
1997-09-28,6,DO,M,37,51
1997-09-28,10,PL,M,21,22
1997-09-28,13,PB,F,26,29
1997-09-28,8,PP,F,21,11
1997-09-28,14,PM,F,20,21
1997-09-28,5,PP,F,20,16
1997-09-28,16,OT,M,20,26
1997-09-28,13,PB,F,25,30
1997-09-28,9,OT,M,21,22
1997-09-28,14,PM,F,19,24
1997-09-28,16,PB,F,26,34
1997-09-28,11,PM,F,21,30
1997-09-28,9,PM,M,21,23
1997-09-28,6,DO,F,35,50
1997-09-28,6,OT,M,21,24
1997-09-28,11,DO,F,34,51
1997-09-28,6,PE,M,20,19
1997-09-28,11,PM,M,21,20
1997-09-28,11,DO,M,36,51
1997-09-28,11,DM,M,37,54
1997-09-28,11,DM,F,36,44
1997-09-28,6,PB,F,27,34
1997-09-28,11,DO,M,35,47
1997-10-25,18,RM,M,17,NA
1997-10-25,17,DM,F,34,43
1997-10-25,22,DM,M,35,50
1997-10-25,1,DM,F,35,39
1997-10-25,12,OT,M,21,24
1997-10-25,18,PB,F,26,27
1997-10-25,21,OT,M,19,26
1997-10-25,7,PM,F,21,23
1997-10-25,21,PM,M,20,26
1997-10-25,24,PM,F,20,28
1997-10-25,7,PL,M,20,16
1997-10-25,7,PM,M,22,22
1997-10-25,19,PB,M,27,37
1997-10-25,20,PM,M,21,23
1997-10-25,21,PF,F,14,6
1997-10-25,24,NA,F,32,140
1997-10-25,7,PM,M,20,15
1997-10-25,2,DO,M,36,49
1997-10-25,21,OT,F,19,25
1997-10-25,24,RM,M,16,11
1997-10-25,7,PM,F,22,22
1997-10-25,1,DO,M,35,54
1997-10-25,19,PM,M,20,23
1997-10-25,24,PM,M,20,21
1997-10-25,2,DS,F,50,108
1997-10-25,24,RM,F,17,11
1997-10-25,7,PM,M,19,15
1997-10-25,22,DM,F,36,41
1997-10-25,17,PF,M,16,8
1997-10-25,17,NA,M,32,170
1997-10-25,22,DM,M,35,39
1997-10-25,24,PE,F,20,21
1997-10-25,12,DM,M,37,42
1997-10-25,21,PP,F,21,20
1997-10-25,12,NA,F,NA,172
1997-10-25,17,DM,M,37,46
1997-10-25,22,OT,F,21,23
1997-10-25,24,PE,F,21,21
1997-10-25,24,AH,NA,NA,NA
1997-10-25,2,PB,F,26,29
1997-10-25,17,DM,F,35,45
1997-10-25,20,AH,NA,NA,NA
1997-10-25,21,AH,NA,NA,NA
1997-10-25,22,PB,F,25,26
1997-10-25,12,DM,M,35,40
1997-10-25,20,PE,M,20,22
1997-10-25,22,PB,M,28,34
1997-10-25,17,DM,F,35,38
1997-10-25,20,PF,F,15,8
1997-10-25,2,DM,M,36,47
1997-10-25,21,OT,M,19,23
1997-10-25,17,OT,F,20,24
1997-10-25,20,PF,F,15,8
1997-10-25,21,PB,M,25,28
1997-10-25,24,PE,M,21,20
1997-10-25,18,SH,M,22,43
1997-10-25,17,OT,M,21,23
1997-10-25,20,PM,F,19,21
1997-10-25,19,PB,M,27,41
1997-10-25,7,PM,M,21,24
1997-10-25,1,DO,F,34,45
1997-10-25,19,PB,F,26,29
1997-10-25,2,PB,F,25,27
1997-10-25,1,DO,F,34,45
1997-10-25,17,NA,F,32,145
1997-10-25,21,PB,F,26,29
1997-10-25,22,DM,F,38,42
1997-10-25,20,PM,M,22,24
1997-10-25,12,OT,F,20,26
1997-10-25,19,PB,M,27,30
1997-10-25,17,DM,F,34,45
1997-10-25,17,DM,M,35,47
1997-10-25,12,DM,M,34,43
1997-10-25,19,PM,F,19,20
1997-10-25,7,RM,F,17,12
1997-10-25,2,PM,M,21,17
1997-10-25,18,PB,M,25,29
1997-10-25,22,PB,M,27,32
1997-10-25,2,PB,M,27,45
1997-10-25,12,DM,F,35,42
1997-10-25,21,PB,M,27,38
1997-10-25,23,PM,M,20,19
1997-10-25,1,PE,M,17,15
1997-10-25,17,DO,M,34,45
1997-10-25,23,PM,F,21,23
1997-10-25,20,AH,NA,NA,NA
1997-10-25,2,NA,F,34,186
1997-10-25,12,DM,F,34,42
1997-10-25,12,DM,M,36,46
1997-10-25,20,PF,M,16,7
1997-10-25,23,PM,M,19,21
1997-10-25,1,OT,F,20,26
1997-10-25,12,OT,M,20,22
1997-10-25,17,PM,M,23,27
1997-10-25,12,NA,M,33,120
1997-10-25,21,PB,M,27,35
1997-10-25,1,NA,F,34,122
1997-10-25,2,PB,F,26,27
1997-10-25,22,OT,M,22,21
1997-10-25,21,PB,F,25,30
1997-10-26,9,DO,F,38,54
1997-10-26,4,DM,M,35,38
1997-10-26,6,OT,F,20,21
1997-10-26,8,OT,M,20,25
1997-10-26,8,DO,M,37,52
1997-10-26,9,OT,F,20,23
1997-10-26,14,DM,F,37,44
1997-10-26,6,PB,F,27,34
1997-10-26,8,DO,F,34,47
1997-10-26,5,PE,F,20,16
1997-10-26,11,DO,F,35,48
1997-10-26,9,PM,M,21,18
1997-10-26,8,PM,F,21,23
1997-10-26,10,PM,M,21,24
1997-10-26,4,PM,F,22,30
1997-10-26,3,OT,F,20,25
1997-10-26,8,DM,F,35,34
1997-10-26,11,DM,F,37,43
1997-10-26,14,AH,NA,NA,NA
1997-10-26,8,DO,F,37,49
1997-10-26,13,PB,M,28,35
1997-10-26,9,DM,F,35,36
1997-10-26,14,DM,M,36,50
1997-10-26,14,DM,M,35,48
1997-10-26,8,DM,M,37,42
1997-10-26,14,DM,M,36,44
1997-10-26,3,PB,F,27,35
1997-10-26,4,DM,M,35,47
1997-10-26,6,DO,M,35,49
1997-10-26,4,DM,F,38,40
1997-10-26,4,DM,M,36,49
1997-10-26,9,DO,M,35,51
1997-10-26,4,DM,F,37,44
1997-10-26,15,PB,F,26,28
1997-10-26,10,PM,F,20,21
1997-10-26,16,PM,M,21,19
1997-10-26,3,DO,M,36,45
1997-10-26,9,DM,M,36,49
1997-10-26,16,PM,F,21,18
1997-10-26,9,AH,NA,NA,NA
1997-10-26,14,DM,M,34,38
1997-10-26,11,OT,M,20,19
1997-10-26,14,DM,M,37,43
1997-10-26,8,DM,M,35,38
1997-10-26,13,PB,M,27,30
1997-10-26,14,DM,F,37,47
1997-10-26,16,PE,M,20,20
1997-10-26,9,DM,M,36,45
1997-10-26,14,DM,M,37,44
1997-10-26,3,PB,F,27,30
1997-10-26,6,OT,M,20,27
1997-10-26,15,PM,F,20,14
1997-10-26,6,DO,F,34,52
1997-10-26,11,DM,M,36,48
1997-10-26,14,DM,M,36,46
1997-10-26,3,DO,M,36,46
1997-10-26,15,PM,M,20,13
1997-10-26,13,OT,F,19,23
1997-10-26,15,PM,F,20,25
1997-10-26,10,PM,M,21,23
1997-10-26,14,DM,F,35,44
1997-10-26,16,PM,M,20,24
1997-10-26,6,PE,M,20,20
1997-10-26,14,PM,M,20,14
1997-10-26,6,OT,M,21,26
1997-10-26,5,RM,F,17,10
1997-10-26,13,PB,F,26,30
1997-10-26,15,PM,M,19,13
1997-10-26,14,OT,M,21,25
1997-10-26,3,OT,M,20,24
1997-10-26,6,NA,M,32,220
1997-10-26,5,PM,M,20,13
1997-10-26,16,PM,F,20,19
1997-10-26,4,DM,F,35,43
1997-11-22,1,DM,F,35,38
1997-11-22,22,DM,M,36,47
1997-11-22,23,PM,M,22,26
1997-11-23,11,DO,M,36,50
1997-11-22,17,DM,M,36,47
1997-11-22,21,OT,F,21,25
1997-11-23,11,DM,M,36,48
1997-11-23,16,PM,F,21,20
1997-11-23,9,DO,F,35,47
1997-11-23,14,DM,F,36,43
1997-11-22,18,PB,F,26,27
1997-11-22,17,DM,M,36,47
1997-11-22,21,PM,F,21,15
1997-11-22,23,OT,M,21,20
1997-11-22,7,AH,NA,NA,NA
1997-11-23,3,DO,M,35,46
1997-11-23,16,PM,F,20,17
1997-11-23,5,OT,M,20,21
1997-11-22,12,DM,M,37,45
1997-11-22,20,PM,M,22,23
1997-11-22,22,PB,M,26,24
1997-11-23,8,DO,F,36,50
1997-11-22,12,OT,M,20,23
1997-11-22,17,DM,M,35,48
1997-11-22,24,PE,M,21,17
1997-11-23,6,PB,F,27,35
1997-11-22,1,OT,M,20,25
1997-11-22,20,NA,F,34,162
1997-11-23,8,DM,F,34,36
1997-11-23,15,PM,M,20,16
1997-11-23,10,PM,F,21,20
1997-11-22,18,PB,F,26,29
1997-11-23,8,DO,M,37,50
1997-11-22,2,DS,F,50,103
1997-11-23,4,DM,M,36,44
1997-11-23,5,PM,M,20,17
1997-11-22,19,PB,M,27,27
1997-11-23,14,OT,F,20,21
1997-11-22,2,DO,M,37,42
1997-11-22,12,DM,F,36,40
1997-11-22,24,PE,F,20,21
1997-11-23,8,OT,M,20,21
1997-11-23,14,DM,M,36,40
1997-11-22,17,DM,M,36,42
1997-11-22,7,RM,M,18,9
1997-11-22,24,PE,M,20,22
1997-11-23,13,PB,M,27,33
1997-11-23,14,DM,M,32,39
1997-11-23,5,PM,F,20,15
1997-11-22,19,PB,M,26,38
1997-11-23,3,RM,F,16,10
1997-11-22,12,NA,F,34,177
1997-11-22,19,PB,F,26,28
1997-11-22,24,PM,F,20,30
1997-11-22,21,PB,M,26,27
1997-11-22,7,PL,F,21,22
1997-11-23,4,DM,M,36,51
1997-11-23,9,DM,M,36,44
1997-11-23,15,OT,F,20,22
1997-11-22,12,DM,M,37,41
1997-11-23,15,AH,NA,NA,NA
1997-11-22,1,DO,M,NA,48
1997-11-22,2,OT,F,21,24
1997-11-22,21,AH,NA,NA,NA
1997-11-22,24,PM,M,21,23
1997-11-23,4,DM,M,36,47
1997-11-22,12,DM,M,36,41
1997-11-23,3,PB,M,27,35
1997-11-23,11,DM,F,36,43
1997-11-23,9,DO,M,35,48
1997-11-22,2,DO,M,35,48
1997-11-22,12,DM,M,35,42
1997-11-22,21,PB,F,25,29
1997-11-22,7,AH,NA,NA,NA
1997-11-23,4,DM,M,37,48
1997-11-22,12,DM,F,NA,42
1997-11-22,17,DM,F,35,45
1997-11-23,9,DM,F,34,37
1997-11-22,12,DM,M,36,42
1997-11-22,2,PB,F,26,25
1997-11-23,3,PB,F,26,28
1997-11-23,6,DO,F,35,49
1997-11-22,2,DM,M,36,43
1997-11-22,22,OT,M,21,20
1997-11-22,2,PE,M,20,21
1997-11-22,17,OT,F,20,22
1997-11-23,4,DM,F,36,43
1997-11-23,15,PM,F,20,22
1997-11-23,5,PM,M,20,10
1997-11-22,1,OT,M,19,25
1997-11-22,1,DO,M,36,52
1997-11-22,2,OT,M,21,22
1997-11-22,18,SH,M,27,57
1997-11-23,4,DM,F,36,45
1997-11-23,6,PE,F,20,23
1997-11-22,20,PM,F,20,21
1997-11-23,15,OT,F,20,23
1997-11-22,1,DO,F,34,50
1997-11-22,20,PB,F,26,24
1997-11-23,14,DM,M,35,45
1997-11-22,17,DM,F,34,46
1997-11-23,13,PB,M,26,30
1997-11-23,14,DM,F,34,44
1997-11-23,5,PM,F,20,11
1997-11-23,3,OT,M,20,23
1997-11-23,14,DM,M,35,45
1997-11-22,1,DO,M,36,50
1997-11-22,1,OT,F,20,26
1997-11-22,18,RM,M,16,10
1997-11-22,18,SH,F,20,57
1997-11-22,2,DM,F,36,44
1997-11-22,17,DM,F,34,40
1997-11-23,4,OT,F,19,23
1997-11-23,8,DM,M,35,42
1997-11-23,16,PM,F,21,19
1997-11-22,2,DO,M,37,51
1997-11-22,12,OT,F,21,26
1997-11-22,18,OT,F,21,23
1997-11-23,8,DM,M,35,41
1997-11-23,14,OT,M,21,22
1997-11-23,16,PM,M,21,20
1997-11-22,12,DM,F,35,47
1997-11-23,9,DM,M,36,47
1997-11-23,14,OT,F,20,26
1997-11-22,12,DM,M,35,44
1997-11-22,22,PB,M,27,32
1997-11-22,2,PB,M,27,41
1997-11-22,21,PB,F,25,29
1997-11-23,4,OT,M,21,23
1997-11-23,6,OT,M,21,22
1997-11-22,2,RM,M,16,11
1997-11-22,22,DM,F,37,40
1997-11-22,7,PM,M,21,21
1997-11-23,5,PM,F,20,11
1997-11-22,1,DM,F,35,45
1997-11-22,17,OT,M,19,24
1997-11-22,20,AH,NA,NA,NA
1997-11-23,3,DO,M,36,45
1997-11-23,8,DO,F,35,42
1997-11-22,12,DM,F,35,42
1997-11-22,24,PM,M,20,19
1997-11-22,1,DO,F,35,44
1997-11-22,2,RM,F,16,11
1997-11-22,7,PM,M,20,17
1997-11-23,13,PM,M,21,21
1997-11-22,1,OT,F,19,25
1997-11-22,21,PB,M,26,33
1997-11-22,22,DM,F,36,38
1997-11-23,3,PB,M,26,35
1997-11-23,11,DM,F,35,45
1997-11-22,2,PB,F,25,27
1997-11-22,21,PB,M,27,38
1997-11-22,12,NA,F,32,122
1997-11-22,21,OT,M,20,21
1997-11-22,7,RM,M,20,14
1997-11-23,6,PE,M,21,23
1997-11-23,11,DO,F,35,43
1997-11-23,11,DM,M,35,52
1997-11-23,13,PB,F,26,28
1997-11-23,10,OT,F,20,18
1997-11-22,1,PB,F,27,30
1997-11-22,2,PB,M,27,30
1997-11-23,4,DM,M,36,43
1997-12-28,2,DM,M,37,45
1997-12-28,18,PM,M,20,21
1997-12-28,22,DM,M,37,49
1997-12-28,24,PE,M,21,26
1997-12-28,1,DM,F,36,39
1997-12-28,1,DO,M,37,56
1997-12-28,17,DM,F,35,44
1997-12-28,18,PB,F,27,27
1997-12-28,22,PB,F,26,25
1997-12-28,17,DM,M,35,46
1997-12-28,24,RM,F,17,11
1997-12-28,12,DM,M,36,40
1997-12-28,22,DM,F,37,36
1997-12-28,2,DS,F,51,111
1997-12-28,19,PB,F,27,27
1997-12-28,7,PM,M,21,22
1997-12-28,12,NA,F,32,169
1997-12-28,21,PM,F,NA,16
1997-12-28,17,DM,M,36,44
1997-12-28,23,PM,F,20,22
1997-12-28,22,DM,F,35,41
1997-12-28,7,RM,M,16,9
1997-12-28,22,DM,F,38,42
1997-12-28,18,PB,F,25,29
1997-12-28,17,DM,M,39,45
1997-12-28,24,PM,F,21,24
1997-12-28,19,PB,M,27,28
1997-12-28,24,PM,F,21,27
1997-12-28,2,DO,M,37,50
